territorio_codigo;territorio_nome;populacao_2022;variacao_absoluta_pop_2010_2022;taxa_crescimento_geometrico_pct;pib_mil_reais_2022;pib_mil_reais_2021;pib_per_capita_2022;variacao_pib_nominal_2021_2022_pct;vab_total_mil_reais_2021;vab_agropecuaria_mil_reais_2021;participacao_agropecuaria_2021_pct;vab_industria_mil_reais_2021;participacao_industria_2021_pct;vab_servicos_mil_reais_2021;participacao_servicos_2021_pct;vab_adm_publica_mil_reais_2021;participacao_adm_publica_2021_pct;perfil_setorial_dominante;cempre_unidades_locais;cempre_empresas;cempre_pessoal_ocupado_total;cempre_pessoal_ocupado_assalariado;proporcao_assalariados_pct;unidades_locais_por_mil_hab;intensidade_ocupacao_formal_pct;cempre_salarios_mil_reais_2022;cempre_salario_medio_mensal_reais;salarios_por_assalariado_mil_reais
2312700;Senador Pompeu;24266.0;-1084.0;-0.36;432508;352272.0;17823.62152806396;22.776717990643593;325326.0;45086.0;13.86;54320.0;16.7;119903.0;36.86;106017.0;32.59;Servicos;599.0;582.0;4181.0;3581.0;85.64936618033964;24.684744086376;17.22986895244375;82277.0;1730.28;22.975984361910083
2312809;Senador Sá;7262.0;410.0;0.49;71512;62766.0;9847.42495180391;13.93429563776567;60524.0;7651.0;12.64;1876.0;3.1;16709.0;27.61;34287.0;56.65;Adm_publica;142.0;139.0;628.0;511.0;81.36942675159236;19.55384191682732;8.647755439272927;14660.0;1828.75;28.68884540117417
2312908;Sobral;203023.0;14346.0;0.61;6016970;5395130.0;29636.888431359992;11.525950255137504;4841696.0;51617.0;1.07;1228331.0;25.37;2596111.0;53.62;965637.0;19.94;Servicos;5996.0;5659.0;58392.0;51719.0;88.57206466639266;29.53359964141994;28.761273353265395;1533122.0;2364.37;29.64330323478799
2313005;Solonópole;18179.0;514.0;0.24;318203;303284.0;17503.87810110567;4.9191516862083065;285045.0;63627.0;22.32;57521.0;20.18;77541.0;27.2;86356.0;30.3;Adm_publica;398.0;383.0;2625.0;2240.0;85.33333333333334;21.893393475988777;14.43973815941471;43191.0;1522.12;19.28169642857143
2313104;Tabuleiro do Norte;30652.0;443.0;0.12;563950;450593.0;18398.47318282657;25.157292723144835;412162.0;54072.0;13.12;54133.0;13.13;176995.0;42.94;126963.0;30.8;Servicos;850.0;836.0;3333.0;2452.0;73.56735673567357;27.730653790943496;10.873678715907607;67736.0;1976.77;27.624796084828713
2313203;Tamboril;24815.0;-1159.0;-0.38;316962;282247.0;12773.000201491033;12.299510712248491;271489.0;70097.0;25.82;8718.0;3.21;75382.0;27.77;117292.0;43.2;Adm_publica;426.0;414.0;1658.0;1267.0;76.41737032569361;17.167036066895026;6.681442675800926;47372.0;2593.89;37.38910812943962
2313252;Tarrafas;7529.0;-1068.0;-1.1;88539;85682.0;11759.729047682295;3.3344226325249178;82896.0;19124.0;23.07;3296.0;3.98;18272.0;22.04;42203.0;50.91;Adm_publica;131.0;126.0;703.0;600.0;85.34850640113798;17.39938902908753;9.337229379731705;16208.0;2100.42;27.013333333333332
2313302;Tauá;61227.0;5378.0;0.77;802395;711836.0;13105.24768484492;12.721890997364563;657114.0;99459.0;15.14;39185.0;5.96;294449.0;44.81;224021.0;34.09;Servicos;1414.0;1356.0;6999.0;5557.0;79.39705672238891;23.09438646348833;11.4312313195159;143392.0;1996.05;25.803850998740327
2313351;Tejuçuoca;17154.0;18.0;0.01;153337;136988.0;8938.848082079981;11.934622010687066;131361.0;12026.0;9.15;4304.0;3.28;32854.0;25.01;82178.0;62.56;Adm_publica;228.0;228.0;1716.0;1512.0;88.11188811188812;13.29136061559986;10.00349772647779;38127.0;2006.04;25.216269841269842
2313401;Tianguá;81506.0;12423.0;1.39;1913964;1732690.0;23482.49208647216;10.461998395558352;1526446.0;344455.0;22.57;177027.0;11.6;678008.0;44.42;326956.0;21.42;Servicos;2590.0;2464.0;12042.0;9224.0;76.59857166583623;31.77680170784973;14.77437243883886;250783.0;2117.08;27.18809627059844
2313500;Trairi;58415.0;6993.0;1.07;947833;1115144.0;16225.849524950783;-15.003533175984446;1039052.0;72027.0;6.93;491503.0;47.3;224615.0;21.62;250907.0;24.15;Industria;1256.0;1211.0;5254.0;3847.0;73.22040350209365;21.50132671402893;8.99426517161688;120459.0;2349.91;31.31245126072264
2313559;Tururu;15412.0;917.0;0.51;154602;138079.0;10031.274331689592;11.966338110791648;133136.0;17268.0;12.97;5184.0;3.89;33971.0;25.52;76714.0;57.62;Adm_publica;176.0;175.0;1499.0;1350.0;90.06004002668445;11.419672982091877;9.726187386452114;33601.0;2005.1;24.88962962962963
2313609;Ubajara;32767.0;980.0;0.25;714256;642046.0;21798.02850428785;11.246857701784608;599428.0;169107.0;28.21;116158.0;19.38;162615.0;27.13;151549.0;25.28;Agropecuaria;773.0;742.0;3906.0;3095.0;79.23707117255503;23.590807824945827;11.920529801324504;92978.0;2357.92;30.04135702746365
2313708;Umari;6871.0;-674.0;-0.78;75948;69441.0;11053.412894775141;9.370544779021039;67276.0;15164.0;22.54;2032.0;3.02;14875.0;22.11;35204.0;52.33;Adm_publica;102.0;100.0;571.0;491.0;85.98949211908932;14.845000727696114;8.310289623053412;15597.0;1858.58;31.765784114052952
2313757;Umirim;17470.0;-1271.0;-0.58;194961;172797.0;11159.759587864912;12.826611573117589;160898.0;33360.0;20.73;7327.0;4.55;38466.0;23.91;81745.0;50.81;Adm_publica;203.0;199.0;1395.0;1230.0;88.17204301075269;11.619919862621638;7.985117344018317;36330.0;2119.53;29.536585365853657
2313807;Uruburetama;20189.0;486.0;0.2;460850;299474.0;22826.786864133934;53.88648096328896;284098.0;56494.0;19.89;55522.0;19.54;71909.0;25.31;100173.0;35.26;Adm_publica;298.0;292.0;2933.0;2643.0;90.11251278554381;14.760513150725643;14.527713111100105;68662.0;1733.05;25.97881195611048
2313906;Uruoca;13746.0;863.0;0.54;238457;298207.0;17347.3737814637;-20.03641765619184;284711.0;25219.0;8.86;124894.0;43.87;69188.0;24.3;65409.0;22.97;Industria;216.0;215.0;1728.0;1530.0;88.54166666666666;15.713662156263641;12.570929725010913;45556.0;2252.89;29.77516339869281
2313955;Varjota;18105.0;512.0;0.24;404964;375819.0;22367.522783761393;7.755062942533507;357890.0;153292.0;42.83;18081.0;5.05;97380.0;27.21;89137.0;24.91;Agropecuaria;550.0;539.0;2952.0;2397.0;81.19918699186992;30.378348522507597;16.30488815244408;50260.0;1670.14;20.96787651230705
2314003;Várzea Alegre;38984.0;708.0;0.15;502914;468101.0;12900.523291606813;7.437070204934406;433583.0;64327.0;14.84;31745.0;7.32;168249.0;38.8;169262.0;39.04;Adm_publica;842.0;811.0;4049.0;3219.0;79.5011113855273;21.598604555715166;10.38631233326493;83788.0;1990.99;26.02920161540851
2314102;Viçosa do Ceará;59712.0;4757.0;0.69;642465;603321.0;10759.395096463022;6.488088430536979;553430.0;127798.0;23.09;34449.0;6.22;145587.0;26.31;245596.0;44.38;Adm_publica;1049.0;1010.0;4257.0;3182.0;74.74747474747475;17.567658092175776;7.129220257234727;85583.0;2092.28;26.89597737272156
